OBS_STATUS;TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;FREQ
A;ES618;2010;PLAZ_MEDI_ESTI;1310.00906556;A
A;ES618;2009;PLAZ_MEDI_ESTI;1568.56075968;A
A;ES618;2008;PLAZ_MEDI_ESTI;2898.63752535;A
A;ES618;2007;PLAZ_MEDI_ESTI;3168.77042535;A
A;ES61;2020;PLAZ_MEDI_ESTI;54846.683350239;A
A;ES61;2019;PLAZ_MEDI_ESTI;70892.502299782;A
A;ES61;2018;PLAZ_MEDI_ESTI;68115.142331834;A
A;ES61;2017;PLAZ_MEDI_ESTI;67146.442123698;A
A;ES61;2016;PLAZ_MEDI_ESTI;71106.648000427;A
A;ES61;2015;PLAZ_MEDI_ESTI;69965.603700217;A
A;ES61;2014;PLAZ_MEDI_ESTI;69692.59403724;A
A;ES61;2013;PLAZ_MEDI_ESTI;70615.21774159;A
A;ES61;2012;PLAZ_MEDI_ESTI;70075.30349812;A
A;ES61;2011;PLAZ_MEDI_ESTI;67518.5672846;A
A;ES61;2010;PLAZ_MEDI_ESTI;72111.181392951;A
A;ES61;2009;PLAZ_MEDI_ESTI;72810.661586253;A
A;ES61;2008;PLAZ_MEDI_ESTI;73198.913023793;A
A;ES61;2007;PLAZ_MEDI_ESTI;74713.82934037;A
P;ES611;2021;PLAZ_MEDI_ESTI;9373.793246712;A
P;ES612;2021;PLAZ_MEDI_ESTI;14301.969497566;A
